Abkhazie 	Abkhaze
Guadeloupe 	Guadeloupéen
Guam 	Guamien
Guatemala 	Guatémaltèque
Guernesey 	Guernesiais
Guinée 	Guinéen
Guinée-Bissau ou Guinée-Bissao 	Bissau-Guinéen, Bissao-Guinéen
Guinée équatoriale 	Équato-Guinéen
Guyana 	Guyanien, Georgetownien
Guyane française 	Guyanais
Haïti 	Haïtien
Hawaï 	Hawaïen
Herm 	Hermais
Honduras 	Hondurien
Hong-Kong 	Hongkongais
Hongrie 	Hongrois, Magyar
Île-de-France 	Francilien
Île-du-Prince-Édouard 	Prince-Édouardien
Inde 	Indien
Indochine	Indochinois
Indonésie 	Indonésien
Iran 	Iranien
Iraq ou Irak 	Iraquien, Irakien
Irlande 	Irlandais
Irlande du Nord 	Nord-Irlandais
Islande 	Islandais
Israël 	Israélien
Italie 	Italien
Jamaïque 	Jamaïcain
Japon 	Japonais, Nippon
Jersey 	Jersiais
Jéthou 	Jéthouais
Jordanie 	Jordanien
Kazakhstan 	Kazakh (féminin Kazakhe)
Kenya 	Kenyan, Kényen
îles Kerguelen 	Kerguelenois, Kerguelénois
Kirghizstan 	Kirghize, Kirghiz (féminin Kirghize), Kirguize
Kiribati  	Kiribatien, Kiribati (féminin Kiribatie)
ex-îles Gilbert 	ex-Gilbertin
Koweït 	Koweïti (féminin Koweïtie), Koweïtien
Kurdistan 	Kurde
Labrador 	Labradorien
Laos 	Laotien
Laponie 	Lapon
Lesotho 	Lesothan, Loti (pluriel Maloti), Sotho (masculin et féminin identiques)
Lettonie 	Letton
Levant 	Levantin
Liban 	Libanais
Libéria ou Liberia 	Libérien
Libye 	Libyen
Liechtenstein 	Liechtensteinois
Lituanie ou Lithuanie 	Lituanien, Lithuanien
Luxembourg 	Luxembourgeois
Macao 	Macanais, Macanéen, Macaois
Macédoine 	Macédonien
Madagascar 	Malgache
Madère 	Madérien, Madérois
Malaisie 	Malaisien
Malawi 	Malawien, Malawite
Maldives 	Maldivien
Mali 	Malien
Malte 	Maltais
île de Man 	Mannois
îles Mariannes	Mariannais
Maroc 	Marocain
îles Marshall 	Marshallais
Martinique 	Martiniquais
Maurice 	Mauricien
Mauricie	Mauricien
Mauritanie 	Mauritanien
Mayotte	Mahorais
Mélanésie 	Mélanésien
Mésopotamie	Mésopotamien
Mexique 	Mexicain
Micronésie 	Micronésien
Moldavie, Moldova 	Moldave, Moldove
Monaco 	Monégasque
Mongolie 	Mongol
Monténégro 	Monténégrin
Montserrat 	Montserratien
Mozambique 	Mozambicain, Mozambicais
Myanmar 	Myanmarais, Myanmarien
ex-Birmanie 	ex-Birman
Namibie 	Namibien
Nauru 	Nauruan
Navarre 	Navarrais, Navarrin
Népal 	Népalais
Nicaragua 	Nicaraguayen
Niger 	Nigérien
Nigéria ou Nigeria 	Nigérian
Nioué ou Niue 	Niouéen
île Norfolk 	Norfolkais
Norvège 	Norvégien
Nouvelle-Calédonie 	Néo-Calédonien, Canaque, Caldoche
Nouvelle-Zélande 	Néo-Zélandais
Oman 	Omani (féminin Omanie), Omanais
Ossétie 	Ossète, Ossétien
Ouganda 	Ougandais
Ouzbékistan 	Ouzbek (masculin et féminin identiques ; autre féminin possible : Ouzbèke), Ouzbèque
Pakistan 	Pakistanais
Palaos ou Belau 	Palaosien
Palestine 	Palestinien
Panamá 	Panaméen, Panamien
Papouasie-Nouvelle-Guinée 	Papouan-Néo-Guinéen, Papouasien, Néo-Guinéen
Paraguay 	Paraguayen
Pays-Bas 	Néerlandais, Hollandais
Pérou 	Péruvien
Perse 	Persan
Phénicie 	Phénicien
Philippines 	Philippin
îles Pitcairn 	Pitcairnais
Pologne 	Polonais
Polynésie 	Polynésien
Polynésie française 	Polynésien
Porto Rico 	Portoricain, Porto-Ricain
Portugal 	Portugais, Lusitanien
Pridnestrovie ou Transnistrie ou Transdnistrie 	Pridnestrovien, Transnistrien, Transdnistrien
Prusse 	Prussien
Qatar 	Qatari (féminin Qatarie), Qatarien
République centrafricaine 	Centrafricain
République dominicaine 	Dominicain
République tchèque 	Tchèque
Réunion	Réunionnais
Roumanie 	Roumain
Royaume-Uni 	Britannique
Russie 	Russe ou Russien
Rwanda ou Rouanda ou Ruanda 	Rwandais, Rouandais, Ruandais
Saba 	Sabéen
Sahara occidental 	Sahraoui (féminin Sahraouie)
Saint-Christophe-et-Niévès ou Saint-Kitts-et-Nevis 	Kitticien-Névicien
Saint-Kitts 	Kittitien, Kitticien
Niévès ou Nevis 	Névicien
Saint-Eustache 	Statien
Saint-Marin 	Saint-Marinais, San-Marinais
Saint-Martin	Saint-Martinois
Saint-Pierre	Saint-Pierrais
Miquelon	Miquelonnais
Saint-Vincent 	Saint-Vincentais
les Grenadines 	Grenadin
Saint-Vincent-et-les Grenadines 	Saint-Vincentais-et-Grenadin
Sainte-Hélène 	Sainte-Hélénien
Sainte-Lucie 	Sainte-Lucien
îles Salomon 	Salomonien, Salomonais
Salvador 	Salvadorien
Samoa 	Samoan
Samoa américaines 	Samoan
Sao Tomé-et-Principe 	Santoméen, Sao-Tomien
Sardaigne 	Sarde
Saskatchewan 	Saskatchewanais ou Saskatchewannais (francophone Fransaskois)
Savoie 	Savoyard
Saxe 	Saxon
Scandinavi 	Scandinave
Sénégal 	Sénégalais
Serbie 	Serbe
Sercq 	Sercquiais
Seychelles 	Seychellois
Siam 	Siamois
Sierra Leone 	Sierra-Léonais, Sierraléonais
Singapour 	Singapourien
Sint-Maarten 	Saint-Martineer
Slovaquie 	Slovaque
Slovénie 	Slovène
romalie 	Somali (féminin Somalie)
Soudan 	Soudanais
Sri Lanka 	Sri-Lankais, Srilankais
ex-Ceylan 	ex-Ceylanais
Suède 	Suédois
Suisse 	Suisse, Helvète
Suriname 	Surinamais
Swaziland 	Swazi (féminin Swazie)
Syrie 	Syrien
Tadjikistan 	Tadjik (féminin Tadjike)
Taïwan 	Taiwanais
ex-Formose 	ex-Formosan
Tanzanie	Tanzanien
Tanganyika 	Tanganyikais
Zanzibar 	Zanzibarais, Zanzibarien
Tasmanie 	Tasmanien
Tchad 	Tchadien
ex-Tchécoslovaquie 	ex-Tchécoslovaque
Tchétchénie 	Tchétchène
Thaïlande 	Thaïlandais
ex-Siam 	ex-Siamois
Tibet 	Tibétain
Timor oriental 	Est-Timorais
Togo 	Togolais
Tokelau ou Tokélaou 	Tokelauien, Tokelauan, Tokélaouan
Tonga 	Tongan, Tonguien
Toscane 	Toscan
Transkei 	Transkéien
Trinité-et-Tobago 	Trinidadien, Trinitien, Tobagonien
Tunisie 	Tunisien
Turkménistan 	Turkmène
Turquie 	Turc
Tuvalu	Tuvaluan, Touvalouan
Touvalou 	Tuvaluan, Touvalouan
ex-îles Ellice 	ex-Ellicien
Ukraine 	Ukrainien
ex-URSS 	ex-Soviétique
Uruguay 	Uruguayen
Vanouatou ou Vanuatu 	Vanuatais, Vanouatais, Vanuatuan, Nivanuatu (invariable)
ex-Nouvelles-Hébrides	ex-Néo-Hébridais
Vatican 	Vatican
Venda 	Venda
Venezuela 	Vénézuélien, Vénézolan
Viêt Nam 	Vietnamien
Viêt Nam du Nord	Nord-Vietnamien
Viêt Nam du Sud	Sud-Vietnamien
Wallis-et-Futuna 	Wallisien, Futunien
Yémen 	Yéménite
ex-Yougoslavie 	ex-Yougoslave
Zambie 	Zambien
Zimbabwe 	Zimbabwéen
ex-Rhodésie	ex-Rhodésien
